5 1 1 3 0 7 1 1 1 1 0 0 0 8 0 0 0 0 0 0,67
1 1 9 1 1 1 1 1 58 2 0 0 0 0 1 1 0 0 0 1,67
2 1 2 4 3 0 10 0 0 0 0 0 1 0 0 0 0 0 0 0,67
2 4 2 4 3 1 2 1 0 0 0 0 1 0 1 0 0 0 0 0,66
1 1 1 1 3 1 1 0 0 2 0 1 0 0 1 1 0 0 0 0,66
5 1 1 1 2 1 3 1 2 0 0 0 0 2 0 0 0 0 0 0,66
1 1 9 1 1 1 1 2 52 2 0 0 0 0 1 1 0 0 0 2,66
1 1 1 2 3 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0,66
5 3 1 1 5 0 6 1 2 0 0 0 0 109 0 0 0 0 0 0,66
5 1 1 1 1 9 3 1 2 0 0 0 0 10 0 0 0 0 0 0,65
2 4 2 4 3 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0,63
5 3 1 1 3 9 1 1 1 1 0 0 0 81 0 0 0 0 0 0,63
5 3 1 1 3 0 7 2 3 0 0 0 0 56 0 0 0 0 0 0,62
5 3 1 1 2 0 7 2 3 0 0 0 0 132 0 0 0 0 0 0,62
5 1 1 3 0 0 6 1 2 1 0 0 1 0 0 0 0 0 0 0,62
6 0 42 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,62
5 3 1 1 4 0 6 1 2 1 0 0 0 208 0 0 0 0 0 0,62
1 1 1 1 1 1 4 0 0 2 0 0 0 0 1 1 1 0 0 0,61
2 4 2 4 3 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0,61
1 1 1 1 1 2 2 0 0 2 0 0 0 0 1 1 0 0 0 0,61
5 1 1 3 0 1 1 1 1 1 0 0 0 2 0 0 0 0 0 0,61
5 2 3 1 1 0 6 1 2 1 0 0 0 0 0 0 0 0 0 0,61
5 1 1 1 1 8 3 1 2 0 0 0 0 9 0 0 0 0 0 0,60
5 3 1 1 2 15 1 1 1 1 0 0 0 177 0 0 0 0 0 0,60
5 3 1 1 4 0 6 1 2 0 0 0 0 203 0 0 0 0 0 0,59
2 4 2 4 3 1 0 1 1 1 1 0 1 1 1 0 0 0 0 0,59
1 1 1 1 1 1 4 0 0 1 1 0 0 0 1 1 1 0 0 0,59
1 1 1 1 1 1 4 0 0 2 1 0 0 0 1 1 0 0 0 0,58
5 3 1 1 6 0 6 1 2 1 0 0 1 1 0 0 0 0 0 0,58
1 1 1 1 2 1 1 0 0 2 0 0 0 0 1 1 0 0 0 0,56
1 1 9 1 1 1 1 3 94 2 0 0 0 0 1 1 0 0 0 3,56
1 1 1 1 1 1 3 0 0 2 0 0 0 0 1 1 0 0 1 0,56
1 1 9 1 1 1 1 2 55 2 0 0 0 0 1 1 0 0 0 2,56
2 4 2 4 3 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0,55
1 1 9 1 1 1 1 3 48 2 0 0 0 0 1 1 0 0 0 3,55
1 1 1 1 7 5 2 0 0 2 0 0 0 0 1 1 0 0 0 0,54
1 1 1 1 6 5 1 0 0 2 0 1 0 0 0 1 0 0 0 0,54
1 1 1 1 8 5 1 0 24 2 0 0 0 0 1 1 1 0 0 0,54
5 3 1 1 6 0 6 1 2 1 0 0 0 1 0 0 0 0 0 0,54
1 1 1 1 3 2 1 0 19 2 0 0 0 0 1 1 0 0 0 0,54
5 3 1 1 3 13 1 1 1 1 0 0 0 92 0 0 0 0 0 0,54
5 3 1 1 2 9 1 1 1 1 0 0 0 168 0 0 0 0 0 0,53
1 1 1 1 11 1 1 0 0 2 0 0 0 0 1 1 0 0 0 0,52
5 3 1 1 3 0 5 1 1 0 0 0 0 56 0 0 0 0 0 0,52
1 1 1 1 3 1 1 0 0 2 0 0 0 1 1 1 0 0 0 0,52
5 1 1 1 2 15 3 1 2 0 0 0 0 16 0 0 0 0 0 0,52
1 1 1 1 6 5 4 0 0 1 0 0 0 0 1 1 1 0 0 0,52
1 1 1 1 3 1 3 0 0 2 0 0 0 0 1 1 0 0 1 0,51
5 3 1 1 6 0 7 2 3 0 0 0 0 1 0 0 0 0 0 0,51
1 1 1 1 3 1 1 0 0 2 0 0 0 0 1 1 1 0 0 0,50
2 1 1 1 1 1 38 0 1 1 1 0 1 1 0 0 0 0 0 0,50
5 1 1 3 0 10 1 1 1 1 0 0 0 11 0 0 0 0 0 0,50
5 1 1 3 0 14 3 1 2 0 0 0 0 15 0 0 0 0 0 0,49
5 2 3 1 1 7 1 1 1 1 0 0 0 8 0 0 0 0 0 0,49
8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,49
5 3 1 1 2 14 3 1 2 0 0 0 0 174 0 0 0 0 0 0,48
1 1 9 1 1 1 1 2 47 2 0 0 0 0 1 1 0 0 0 2,48
9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,48
5 3 1 1 2 0 6 1 2 1 0 0 0 132 0 0 0 0 0 0,48
1 1 1 1 6 5 1 0 0 2 1 0 0 0 1 1 1 0 0 0,48
5 3 1 1 3 15 1 1 1 1 0 0 0 101 0 0 0 0 0 0,48
1 1 1 1 3 1 1 0 2 5 0 0 0 0 1 1 0 0 0 0,48
5 2 2 1 1 9 1 1 1 1 0 0 0 10 0 0 0 0 0 0,48
1 1 1 1 8 8 1 0 19 2 0 0 0 0 1 1 0 0 0 0,47
1 1 1 1 9 5 1 0 0 2 0 0 0 0 0 1 0 0 0 0,47
5 1 1 1 1 5 3 1 2 0 0 0 0 6 0 0 0 0 0 0,46
5 1 1 1 2 13 3 1 2 0 0 0 0 14 0 0 0 0 0 0,46
1 1 1 1 6 5 1 0 0 2 0 0 0 0 0 0 0 0 0 0,46
1 1 1 1 8 5 1 0 0 3 0 0 0 0 1 1 0 0 0 0,45
5 3 1 1 5 0 5 1 1 1 0 0 0 109 0 0 0 0 0 0,45
5 3 1 1 2 0 5 1 1 0 0 0 0 132 0 0 0 0 0 0,45
2 1 1 1 1 1 38 0 1 1 1 0 1 1 1 0 0 0 0 0,45
6 1 46 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,45
1 1 9 1 1 1 1 2 59 2 0 0 0 0 1 1 0 0 0 2,44
1 1 9 1 1 1 1 3 81 2 0 0 0 0 1 1 0 0 0 3,44
5 3 1 1 3 8 1 1 1 1 0 0 0 77 0 0 0 0 0 0,43
5 1 1 3 0 0 5 1 1 0 0 0 1 0 0 0 0 0 0 0,43
1 1 1 1 3 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0,42
1 1 1 1 6 5 1 0 0 2 0 0 0 0 0 1 0 0 0 0,42
5 3 1 1 7 14 1 1 1 1 0 0 0 149 0 0 0 0 0 0,42
1 1 9 1 1 1 1 2 66 2 0 0 0 0 1 1 0 0 0 2,42
6 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,42
1 1 1 1 1 1 1 0 0 1 0 0 0 0 1 1 1 0 0 0,41
5 3 1 1 7 0 6 1 2 1 0 0 1 133 0 0 0 0 0 0,41
5 1 1 3 0 11 1 1 1 1 0 0 0 12 0 0 0 0 0 0,41
2 4 2 4 3 4 40 0 0 0 0 0 1 0 0 0 0 0 0 0,40
2 1 2 4 3 1 0 1 1 1 1 0 1 1 1 0 0 0 0 0,40
1 1 1 1 5 1 1 0 0 2 1 0 0 0 1 1 0 0 0 0,40
5 2 1 1 1 5 3 1 2 0 0 0 0 6 0 0 0 0 0 0,39
5 3 1 1 6 11 1 1 1 1 0 0 0 38 0 0 0 0 0 0,38
5 3 1 1 3 1 1 1 1 1 0 0 0 58 0 0 0 0 0 0,38
1 1 1 1 1 1 1 0 0 2 0 0 0 0 0 1 0 0 0 0,38
1 1 1 1 1 1 1 0 6 5 0 0 0 0 1 1 0 0 0 0,38
1 1 1 4 0 9 0 0 0 1 0 0 0 0 0 0 0 0 0 0,38
1 1 1 1 8 5 1 0 0 2 0 0 0 1 1 1 0 0 0 0,38
6 0 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,37
5 3 1 1 4 5 1 1 1 1 0 0 0 204 0 0 0 0 0 0,37
1 2 1 1 8 5 5 0 0 2 0 0 0 0 1 1 0 0 0 0,37
5 1 1 1 1 1 3 1 2 0 0 0 0 2 0 0 0 0 0 0,37
1 1 1 1 6 5 1 0 0 2 1 0 0 0 1 1 0 0 1 0,37
5 2 3 1 1 10 1 1 1 1 0 0 0 11 0 0 0 0 0 0,37
1 1 1 10 1 6 1 0 0 2 0 0 0 0 1 1 0 0 0 0,36
1 1 1 1 7 5 3 0 0 2 0 0 0 0 1 1 0 0 0 0,36
5 2 2 1 1 0 5 1 1 1 0 0 0 0 0 0 0 0 0 0,36
1 1 9 1 1 1 1 3 78 2 0 0 0 0 1 1 0 0 0 3,36
1 1 1 1 8 5 1 0 2 5 0 0 0 0 1 1 0 0 0 0,36
1 1 9 1 1 1 1 1 67 2 0 0 0 0 1 1 0 0 0 6,36
1 1 1 11 8 6 1 0 0 2 0 0 0 0 1 1 0 0 0 0,36
1 1 1 1 3 1 1 0 0 2 0 0 0 0 1 1 0 1 1 0,36
2 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0,35
1 1 6 1 1 1 1 0 34 2 0 0 0 0 1 1 0 0 0 0,35
1 1 1 1 8 5 1 0 0 2 1 0 0 0 1 1 0 1 1 0,35
2 9 2 5 3 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0,34
5 1 1 1 2 7 3 1 2 0 0 0 0 8 0 0 0 0 0 0,34
1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0,34
5 2 3 1 1 3 1 1 1 1 0 0 0 4 0 0 0 0 0 0,34
5 3 1 1 2 8 1 1 1 1 0 0 0 166 0 0 0 0 0 0,34
1 1 1 1 7 5 2 0 0 1 0 0 0 0 1 1 0 0 0 0,33
2 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 0 0,33
1 1 1 8 22 5 1 0 0 2 0 0 0 0 0 0 0 0 0 0,33
1 1 1 1 1 2 1 0 0 1 0 0 0 0 1 1 0 0 0 0,33
5 3 1 1 4 0 5 1 1 0 0 0 0 57 0 0 0 0 0 0,33
5 1 1 1 1 15 3 1 2 0 0 0 0 16 0 0 0 0 0 0,33
5 1 1 1 2 11 3 1 2 0 0 0 0 12 0 0 0 0 0 0,33
1 1 1 1 8 5 3 0 0 2 1 0 0 0 1 1 0 0 0 0,33
1 1 1 3 0 7 0 0 0 4 0 0 0 0 1 1 0 0 0 0,33
2 4 2 4 3 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0,33
5 1 1 3 4 0 5 1 1 1 0 0 1 0 0 0 0 0 0 0,33
1 1 9 1 1 1 1 3 83 2 0 0 0 0 1 1 0 0 0 3,32
1 1 1 1 7 5 4 0 0 2 0 0 0 0 1 1 0 0 0 0,32
5 2 2 1 1 0 6 1 2 1 0 0 0 0 0 0 0 0 0 0,32
5 2 3 1 1 11 1 1 1 1 0 0 0 12 0 0 0 0 0 0,31
1 1 1 1 8 5 1 0 0 2 1 0 0 0 1 1 1 0 0 0,31
1 1 1 1 1 1 1 0 0 2 0 0 0 1 1 1 0 0 1 0,31
5 3 1 1 6 0 5 1 1 0 0 0 0 1 0 0 0 0 0 0,31
